Beatmap,SR,Objects,Variety,Spikiness
4311938 | LIGHT LEFT BEHIND [AND IN THE DARKNESS BIND THEM],7.4917,3127,3.5805,0.9990
1251238 | Trouble Kuroneko Man'yuuki [Ayumu's Distress 1.3x],7.4886,2924,2.4049,0.9792
2889382 | Karma [Gloom x1.3],7.4865,4496,3.0947,0.9712
1819998 | Naruto RMX [Tsukuyomi 1.1x],7.4840,10935,2.4651,0.9639
1641718 | Ragnarok [- WORLD END -],7.4829,5293,3.3669,1.0030
1007800 | MEME LEGENDS - KAC 2016 -HISTORIA QUIT BLUVOLTEX- [jestem slodki lubie kotki],7.4824,3943,3.2610,1.2118
4210848 | Unmeiron [Ephesians],7.4809,3126,3.0566,1.0370
2511368 | LTD Pack [Skan - Sadaweya (feat. Highdiwaan)],7.4722,2554,2.8579,1.0759
1044355 | Blue Zenith [Act VI. Challenge],7.4697,4571,2.9264,1.0607
3032790 | LTD Pack [Camellia - BRACE FOR FRICKING IMPACT],7.4675,4392,2.7721,1.0191
2476308 | Hysteric Night Girl feat. Such (android52 Edit) [whiskey [1.4x Rate]],7.4640,3929,3.4754,1.0187
716700 | slavik goblins [Extreme],7.4611,3715,2.5123,0.9625
2333884 | White Hair Little Swords Girl [Youmu's Dream 0.9x],7.4606,3278,3.1970,0.9714
4584947 | Dat Phonk [GET DOWN [0.95]],7.4571,2599,2.5691,0.9691
3587304 | Starflight [Supernova],7.4546,5427,3.2289,0.9399
4483379 | Roars of V.E.N.G.E.A.N.C.E -Take Back Everything- [Warrior],7.4444,7444,3.6460,1.0285
3889547 | Lunatic Eyes ~ Invisible Full Moon (Cut Ver.) [Blood Moon 1.2x (240bpm)],7.4432,2163,3.1589,0.9573
4009279 | Hylotl's LN Collection [Silentroom - Shuu no Hazama],7.4393,3583,3.4769,0.9935
563155 | Yolomania Vol. 3A [Anthony Donato - The 8th Era (Short Cut) [rCaliberGX] 22],7.4370,1456,2.0948,0.9408
3261948 | arpia97's Vibro Anthology [DAYS of DASH],7.4324,1444,2.9579,1.1583
2767506 | Staple On Smile [Extreme 1.2x],7.4296,1979,3.3661,1.0547
3261966 | arpia97's Vibro Anthology [Yasashisa no Riyuu],7.4295,1157,3.2191,1.2307
1251235 | Trouble Kuroneko Man'yuuki [Ayumu's Trouble 1.3x],7.4274,2802,2.4969,0.9956
2433642 | Nest [Egg 1.1],7.4270,2341,3.1830,1.0051
3498612 | Las Avispas [Picadura [160]],7.4264,3750,2.5547,1.0777
2877369 | STRONG 280 [POWERFUL 280 x0.95],7.4255,5596,2.6096,0.9702
4388242 | Mood Breaker [LN Breaker 1.2x],7.4237,2457,3.3701,1.0203
3782698 | Reap What You Sow [1.1],7.4225,2961,3.1874,1.0094
3454807 | Pacific Girls [Fullerene- 1.4x],7.4176,4940,2.6191,1.0114
4315263 | SUIKINKUTSU (feat. Uehara Hiromi) [1.4x],7.4134,6108,3.1767,1.0000
2650375 | H.A.R.D.C.O.R.E. [Hell [1.1x Rate]],7.4133,9093,2.2840,0.9526
4255232 | To the Hellfire [Put me to rest],7.4116,7038,3.1476,0.9694
3672144 | GHOUL [Spiritual Disaster 1.4x],7.4100,3949,3.1164,1.0552
4311928 | Cortex Charger [Electrocution],7.4013,3370,3.0188,0.9650
4853621 | CosmographY [Astronomical],7.4011,4696,3.5053,1.0149
777348 | PEACE BREAKER [FINAL PUNISHMENT],7.3979,5298,3.2493,1.0157
"2926742 | Lowermost revolt (""Jeremiad"" Long ver.) [4K // Virtue-'s -RE : E[V]OLUTiON-]",7.3929,4869,3.5112,1.1086
3729617 | Makiba [Extra 1.1x (185bpm)],7.3768,2300,2.7538,0.9844
2889647 | Flamenco House [Funky x1.4],7.3715,2308,3.0511,0.9784
3473680 | Do It To It (feat. Cherish) [1.2x],7.3706,3167,2.4740,1.0226
1938169 | Cyber Inductance (Speed Up Ver.) [NB4 1.4x],7.3699,4953,2.5701,0.9427
2701197 | Time to Say Goodbye [Farewell 1.05x (263bpm)],7.3682,3353,2.9646,1.0116
3777278 | RE:WIND [Precious x1.3],7.3673,4277,3.2390,0.9812
2690149 | Lemon Tree (Lemon Dance) [Challenge],7.3638,6358,1.9777,0.9324
4164248 | ISCHEZAYU (Lieless FRENCHCORE BOOTLEG) [x1.4],7.3633,2054,2.3519,0.9558
"2982246 | saihate [Coma [1,15x Rate]]",7.3630,2356,3.3190,1.0037
2512646 | Here I Go Again [where u going though 1.4x],7.3598,2488,2.5690,1.0041
4283840 | Onus Regulus [Judgmental Obliteration | 4K Extra],7.3598,3605,3.2700,1.0158
2357901 | Triumphal Return [dou-jack 1.1],7.3566,2639,2.6281,0.9424
4786702 | Rush (Cut Ver.) [Titanium],7.3537,3734,3.5948,1.1488
3575842 | Deadly force - Put an end [Immeasurable Momentum],7.3522,6575,2.9615,1.0532
3084904 | Matusa Bomber [1.05],7.3488,3630,3.0956,0.9542
3988022 | BEYOND [LN Aurora Australis],7.3474,2384,3.3126,0.9992
2524290 | Fly Me To The Moon (Infinite Climax Mix) (Cut Ver.) [1.2],7.3433,3133,3.0299,0.9292
3674468 | GOTTASADAE [GOTTASADAE x1.15],7.3423,2523,2.5955,0.9756
4101334 | astrid [reminisce],7.3410,1616,2.8723,1.0268
4303116 | Kamiari Algorithm (katagiri Bootleg) [kami x1.15],7.3407,2558,2.8042,0.9331
459755 | The Scales of Struggle [Collab Extreme],7.3390,3260,2.9289,1.0861
3820253 | Lazorbeamz [I'M A' FIRIN' MAH LAZER!! 1.15x],7.3357,3334,2.3865,0.9206
2442481 | Sendan Life (katagiri Bootleg) [Chord Life [150]],7.3353,3407,2.6302,0.9875
1347530 | Precious You* (TV Size) [Top-drawer / x1.2],7.3333,1308,2.9324,1.0867
4009278 | Hylotl's LN Collection [SHK - Identity Part 5],7.3296,2167,3.1944,0.9731
2771697 | Angel's Salad ('Le mythe etendu' ver.) [indifference 1.1],7.3277,3800,3.2305,0.9797
3138043 | super anime groove 3d world [Jacky Groove // 1.4x],7.3261,2528,2.9150,1.0084
3460359 | Bookmaker [EX],7.3248,4562,3.1149,1.0694
4399286 | Shoujo A [Quick and hateful cold [1.25x Rate]],7.3248,4180,2.5117,0.9935
2125569 | Architecture [Death],7.3243,4544,3.0349,1.0915
2875490 | NANOHANA [X],7.3198,6657,2.9482,0.9365
3211370 | The Truth Never Spoken [Empty Pages 1.05x],7.3180,2716,2.7086,1.0003
3106437 | WE LUV LAMA [NB4 Hard 16 1.4x],7.3168,4600,2.5690,1.0178
2592117 | Violent Arcade [Sudden Death x1.15],7.3157,2504,3.3706,1.0401
3322182 | BLUE ARMY (Raytoly's Progressive Hardcore Sped Up Edit) [UNFORGIVING ASSAULT],7.3155,3626,2.7769,0.9793
4317707 | Desperado Waltz [Skogarmaor 1.4x (241bpm)],7.3122,1699,3.4998,1.0791
4060907 | Kuroki Sakura wa Ai: Sono Shi o Kou [Blossoms of Melancholia],7.3099,6061,2.9504,0.9495
3454814 | Pacific Girls [IcyWorld 1.3x],7.3091,5898,2.4121,0.9476
2818882 | Hustler (feat. Highdiwaan) [Ghost],7.3086,3014,2.8784,1.0417
777706 | Yura-Yura Sweet Genocide [feat. t+pazolite] [YuRa-yUrA!!!],7.3039,2966,3.2198,1.0476
4458107 | Bizzare Nation [Abomination // Extra],7.2991,3495,2.6771,1.0370
2511369 | LTD Pack [Skan - Warrior (feat. Highdiwaan)],7.2958,2882,2.6719,0.9845
2731181 | Back! to the Future (Cut Ver.) [Jack! to the  Future 1.4x (168bpm)],7.2924,2050,2.6896,1.0261
2790755 | Zen'on [Distress 1.4x (251bpm)],7.2924,5098,2.4910,0.9503
3644358 | 9mm [Challenge x1.3],7.2904,2419,3.4838,1.0440
1007801 | MEME LEGENDS - SUCC 2016 -HISTORIA QUIT BLUVOLTEX- [GRASHITY],7.2896,3518,3.2245,1.1857
1563106 | The Clockwork Rose -Tokei Shikake no Bara Shoujo- [LN Master 1.2x],7.2896,3730,3.3069,1.0140
1753422 | Quadraphinix [Challenge 1.4x],7.2889,2398,2.7430,0.9714
4766898 | daddy can change [men],7.2877,1340,2.5558,0.9503
4874227 | Angels Crying [here we go again 1.2x],7.2861,3949,2.2685,0.9467
1778183 | Starfall [Planetary Annihilation 1.1x],7.2713,5926,2.6255,1.0011
4775999 | Echoes of Memoria [Solace of Oblivion],7.2659,6349,3.7095,0.9937
2827576 | ch3rry [Sar4CORE! [1.25x Rate]],7.2565,3640,2.6791,0.9674
2480044 | Who's That Boy [hear me blingo on my guitarra 20% faster],7.2528,3706,2.5381,0.9389
3718966 | Fukashigi no Karte (K@keru Bootleg Remix) [Sar4CORE! [1.25x Rate]],7.2483,4910,2.3450,1.0027
4476891 | Bluenation [1.4x],7.2467,4981,2.3335,0.9604
3889544 | Lunatic Eyes ~ Invisible Full Moon (Cut Ver.) [Blood Moon 1.15x (230bpm)],7.2440,2163,3.2216,0.9587
3588518 | traveling [flowing 1.1x (129bpm)],7.2424,6744,2.0761,0.9528
3926311 | Adcar [Challenge x1.2],7.2424,2869,3.3174,1.0630
3090566 | Crescent Moon Island [Kuro 0.95x (163bpm)],7.2309,2711,3.0976,0.9502
3361328 | Ariabl'eyeS Collection [Kegarenaki Barajuuji],7.2291,7302,2.6141,0.9319
3038356 | floating point (Drumcorps Remix) [Shoegazer's Incomputable 1.2x],7.2254,2705,3.1266,1.1011
3015442 | Syzygia [Gravitational Lens],7.2217,4160,3.5053,1.0006
3821813 | Skrillexore [Call 911!! 1.3x],7.2192,2429,3.0171,1.0210
3987692 | t/a/n/a/s/i/n/n [d/o/r/a/e/m/o/n],7.2190,3605,3.1412,0.9860
1630539 | GHOST [x1.2],7.2180,4851,2.9078,0.9947
3755586 | Odoru Mizushibuki [Macabre 1.2x (166bpm)],7.2149,1528,3.0032,0.9696
"3180932 | Excuse My Rudeness, But Could You Please RIP?<3 (t+pazolite Remix) [LN's Reaper 1.1x (286bpm)]",7.2123,2881,2.7108,1.0368
3909141 | You Say Run [Gift],7.2093,3995,2.8510,0.9989
4640474 | ukigumo [4K MX 1.4x (249bpm)],7.2089,1792,2.7541,0.9983
4213141 | think abt it w/ ppgcasper [_o_ [1.3x Rate]],7.2086,1457,3.1889,1.0314
750518 | Architecture [Mat's 4k DEATH],7.2084,4501,3.0682,1.0819
3341781 | The Blue Sanctuary [The Cradle of the Sky (Cut Ver.) x0.9],7.2039,7909,3.0568,0.9293
3102993 | Yozakura [Prayer 1.4x (189bpm)],7.2018,1845,2.7465,1.0057
1653309 | Corrosion [Virtuoso],7.1990,2879,3.5802,1.0719
3348224 | FAKE PROMISE [Eternity 1.4x (267bpm)],7.1984,4015,2.6596,0.9426
4653183 | Requiem [Bittersweet Memories],7.1932,4220,3.4554,0.9956
3362200 | Shinbatsu o Tadori Kyoukotsu ni Itaru [Till November Night (reprise)],7.1894,5835,2.7896,0.9475
3258312 | Jumpstream Complexes Vol. 2A [Maware! Setsugekka [Glorionoly]],7.1872,4146,3.2948,1.0682
2595609 | Dysnomia [Aphasia 1.15x],7.1869,3636,3.2939,1.0467
3065260 | Break [Smash 1.05x],7.1853,1973,2.5049,1.0102
2183958 | that schoolgirl [the worst [1.3x Rate]],7.1852,865,3.6226,1.1290
4388240 | Mood Breaker [LN Breaker 1.15x],7.1845,2457,3.4166,1.0219
4485050 | Deep Down (Sped Up Ver.) [You & I (0.95x)],7.1841,2072,2.8909,1.0288
4185865 | Cold Fusion [Catalyst],7.1831,3972,3.5321,1.0341
2414492 | Edison [Challenge 1.2],7.1821,2509,2.7472,1.0307
3816040 | Bookmaker [Extra 0.9x],7.1821,5463,2.7895,1.0034
4294726 | HALL [NULL],7.1805,6414,3.7142,1.0157
3123870 | FUTURE DOMINATORS [NB5 Hard 54235 1.2x],7.1802,6047,2.4576,0.9386
3957740 | Can You Feel My Heart (Cut Ver.) [Anguish],7.1783,2036,2.9575,1.0759
4311929 | Shinsha / HgS [Techno Music Techno Music Techno Music Techno Music],7.1783,5295,2.9490,0.9919
3875943 | A [ex 1.2],7.1782,6464,2.3448,0.9304
2511370 | LTD Pack [uma - KEEP IT UP],7.1781,2331,2.5450,0.9913
4108896 | G e n g a o z o -Noize of Nocent- [Innocence 0.85x],7.1712,13426,2.0642,0.9298
2478731 | Forgotten [Extra (325bpm)],7.1707,2186,3.2330,1.0169
3261954 | arpia97's Vibro Anthology [Indomitable Spirit (Hommarju Remix)],7.1693,1800,2.8045,1.0418
4834092 | Jounetsu Tairiku (Nightcore Mix) [Passion!!],7.1690,6944,3.6925,1.0312
2767504 | Staple On Smile [Extreme 1.15x],7.1686,1979,3.3945,1.0587
2557806 | More One Night (Assertive Hardcore Bootleg) [long ver.] [\o\ DAB /o/ x1.2],7.1606,2879,3.2035,1.0043
2573487 | Yoru ni Kakeru [a lonely night... x1.3],7.1566,4009,3.1827,0.9898
2578354 | Technical Complexes Vol. 1 [Loner [Lo_liFish2000]],7.1549,3647,3.0334,1.0327
2984821 | Shiawase ni Nareru Kakushi Amenbreak ga Arurashii [Commando 1.3x (369bpm)],7.1546,2935,3.2491,1.0761
1026050 | TAKECORE OF YOURSELF [1.4x],7.1433,5857,2.5577,0.9499
3454805 | Pacific Girls [Fullerene- 1.35x],7.1424,4940,2.6020,1.0101
4303115 | Kamiari Algorithm (katagiri Bootleg) [kami x1.10],7.1383,2558,2.8193,0.9300
3183462 | Q.E. [Insane 1.4x (234bpm)],7.1372,1890,3.2565,1.0579
"3258310 | Jumpstream Complexes Vol. 2A [Excuse My Rudeness, But Could You Please RIP? (t+pazolite Remix) [EDTA233]]",7.1362,3450,2.9369,1.0002
2442480 | Sendan Life (katagiri Bootleg) [Chord Life [145]],7.1352,3407,2.5437,0.9877
3090617 | unravel [escapist 1.05x (142bpm)],7.1350,3623,3.3023,1.0022
3592063 | Blackmagik Blazing [The Sorcerer's Apprentice],7.1348,4313,3.6156,0.9960
3860116 | Naruto's Ninja Way [DZ's 1000 Years of Pain 1.3x],7.1293,2456,3.2621,1.0337
4584946 | Dat Phonk [GET DOWN [0.9]],7.1137,2599,2.6354,0.9698
4009276 | Hylotl's LN Collection [sak feat. Myui - Unleashed World],7.1094,1943,3.1437,0.9636
4469719 | kill the dog [paraxia's extra],7.1063,1903,3.0893,1.0096
1612787 | far in the blue sky... [42 [0.9]],7.1044,3167,2.8788,1.0526
1044349 | Collapse of Ego [Act IV. Conflict],7.1042,2401,3.1199,1.0520
2624413 | Dark Sheep [Dissonance],7.1027,4217,3.4221,1.0524
4072432 | Last Wish [This is your Last Wish.],7.1015,5094,3.8835,1.0557
3784899 | TremENDouS [Intergalactic],7.0981,7142,3.7999,1.0334
1782639 | Tachyon Beam Cannon [Destruction],7.0974,4888,3.1680,1.0187
3777348 | RE:WIND [Precious x1.25],7.0915,4277,3.2678,0.9824
3986898 | BEYOND [RC Aurora Borealis],7.0901,2864,2.7358,0.9920
3111693 | M-A [IcyWorld's Hard Lv.14 1.4x],7.0864,1914,2.4197,0.9533
"3959421 | Invisible Frenzy (Camellia's ""593: Insanely Fluctuated"" Remix) [Infinite Domination]",7.0833,4939,3.4916,1.0545
3264851 | The Azure Arbitrator [Demiourgos],7.0823,8294,2.9423,0.9790
4905021 | Bring Our Ignition Back (Cut Ver.) [Ignition165],7.0814,2757,2.9637,1.0086
2714841 | Blackmagik Blazing [Nasty Spell],7.0804,4857,3.4525,1.0178
1126578 | Scattered Faith [Catastrophic Trust],7.0799,6960,3.7037,1.1094
3782697 | Reap What You Sow [1.05],7.0792,2961,3.2176,1.0096
4432062 | Hatatagami Software [Fatal Error: Hybrid Pointer Exception],7.0791,6418,3.7366,1.0668
4009754 | There Is No Light [Pitch Black],7.0777,6976,3.0442,0.9817
3402546 | KAERU [Frog Regrets 1.1x (252bpm)],7.0775,4083,2.4539,0.9524
4279821 | King Atlantis [Mystic Dominator],7.0769,5116,3.7346,1.0136
2295003 | Daichi ni Saku Senritsu [Impossible 1.1x],7.0700,4808,2.5422,1.0230
3114831 | Eiyuu no Uta [STORM OF BLOOD 1.1x],7.0698,3689,3.0534,0.9910
2650373 | H.A.R.D.C.O.R.E. [Hell [1.05x Rate]],7.0658,9093,2.3562,0.9537
2204533 | little (girl) goodbye.rah [parting [1.3x Rate]],7.0610,2791,2.8464,0.9917
3889545 | Lunatic Eyes ~ Invisible Full Moon (Cut Ver.) [Blood Moon 1.1x (220bpm)],7.0578,2163,3.2451,0.9598
2382495 | Sugar Loli [x1.4],7.0563,2350,2.9786,1.0081
4288497 | Frontier Explorer [Black Another [1.2x]],7.0546,2615,2.7250,1.0035
2357899 | Triumphal Return [dou-jack 1.05],7.0534,2639,2.6517,0.9403
3106430 | WE LUV LAMA [NB4 Challenge 29 1.2x],7.0532,5503,2.6144,0.9884
3361329 | Ariabl'eyeS Collection [Romanesque Romancia 1.1x],7.0522,6515,2.6312,0.9513
3205077 | Purple Palace [Rainbow Road Revolution],7.0504,6786,3.7439,1.0334
3454811 | Pacific Girls [IcyWorld 1.25x],7.0497,5898,2.3922,0.9481
4829090 | High Speed Particle Collider-beam Accelerator [Third Cosmic Velocity],7.0495,6190,3.6876,1.0253
3260902 | The Truth Never Spoken [Empty Pages],7.0481,2716,2.6504,1.0004
3861846 | Get Crunk [SHA GUA],7.0479,2803,3.7360,1.0035
"3034669 | saihate [Coma [1,1x Rate]]",7.0463,2356,3.3470,1.0038
4399287 | Shoujo A [Quick and hateful cold [1.2x Rate]],7.0428,4180,2.4924,0.9935
4288495 | Frontier Explorer [8230's Another [1.4x]],7.0387,2110,3.1126,0.9772
3497636 | FELT LN Collection [Lost My Way],7.0354,4761,3.3408,1.0203
4327556 | Undici [Don Maximo 2020],7.0336,3229,3.5390,1.0498
3227231 | Mood Breaker [Jack Breaker 1.3x],7.0323,2675,2.7488,0.9942
3111687 | M-A [IcyWorld's Expert Lv.15 1.3x],7.0321,2186,2.4352,0.9512
4303089 | Clover [LN Master],7.0298,3527,3.4362,0.9517
"4766470 | 1,000,000 TIMES [Unmei x1.3]",7.0253,4537,2.9482,1.0043
3732144 | Calm Down Juliet (What A Drama Queen) [Heartless],7.0249,5050,3.1942,1.0078
4310540 | Poppy (Korean Ver.) (Cut Ver.) [Lover 1.4x (176bpm)],7.0241,1824,3.2661,1.0289
2701201 | Time to Say Goodbye [Farewell],7.0235,3353,2.9130,1.0098
2794752 | Embraced by the Flame [Ifrit (258bpm)],7.0202,3986,2.8739,1.0515
1044348 | Oh delia [Act IX. Aftermath],7.0199,1995,2.7446,1.0078
2877368 | STRONG 280 [POWERFUL 280 x0.9],7.0187,5596,2.5875,0.9735
2548263 | Cyberia lyr3 [Razor Blades [1.3x Rate]],7.0183,3385,2.4310,0.9768
2973010 | Tadoru Kimi o Koete [Wanderer 1.2x],7.0174,1952,3.1076,0.9875
1771060 | ANOMALY [x1.2],7.0164,4154,2.8788,1.0196
2435720 | Gympie Gympe [GYMP 1.3],7.0133,2319,2.7402,1.0307
1115521 | Japanese Transformation [Fullerene's Shift],7.0131,4483,2.8347,0.9984
4476905 | Bluenation [1.35x],7.0125,4981,2.4364,0.9630
2182358 | Holding out for a Hero [H [x1.4]],7.0113,3143,2.8948,1.0157
4598363 | Following the Waving Wings -Last Plaudits- [Rebirth of a Celestial Flight],7.0078,4988,3.4398,1.0053
2592116 | Violent Arcade [Sudden Death x1.1],7.0068,2504,3.3626,1.0424
2630355 | Triumphal Return [4K Afterlife],7.0046,3083,2.7361,0.9734
2466822 | No. 6 [X [1.1x Rate]],7.0043,3515,3.2098,0.9945
4020338 | Indomitable Spirit [Hommarju Remix] [[L]u[N]atic 1.4x (238bpm)],7.0005,2537,3.2010,0.9535
3674467 | GOTTASADAE [GOTTASADAE x1.1],6.9997,2523,2.6032,0.9773
713128 | The Empress scream off ver [Jepetski's Empress],6.9991,2505,2.7584,1.0023
3820254 | Lazorbeamz [I'M A' FIRIN' MAH LAZER!! 1.1x],6.9981,3334,2.3950,0.9209
2197980 | Over the Fullereneshift [Second Impact 1.3x],6.9962,3677,3.0255,1.0194
2476307 | Hysteric Night Girl feat. Such (android52 Edit) [whiskey [1.3x Rate]],6.9952,3929,3.5060,1.0187
2902828 | Captain Jack [Captain Jack 1.2x (180cpm)],6.9949,4170,2.6964,0.9904
950875 | Sun Valley (K2 Remix) [le 8-bit],6.9924,1684,3.0000,1.0531
4189256 | Matusa Bomber [2mnd],6.9913,3630,3.1416,0.9598
770127 | Blastix Riotz [GRAVITY],6.9909,2461,3.0470,1.0606
1441121 | Highscore [Achievement! [x1.3]],6.9899,2730,3.1365,1.1120
2193889 | SLOW DANCING IN THE DARK [ballads 1.4x],6.9886,1987,3.5791,1.1389
3696103 | KLASSIKER EINHEIT [Challenge 1.3x],6.9882,4160,2.4024,0.9489
2771696 | Angel's Salad ('Le mythe etendu' ver.) [indifference 1.05],6.9877,3800,3.2760,0.9827
3315956 | Kitsune no Yomeiri [Fox [140]],6.9832,2871,2.3377,0.9283
4532267 | Space Angel (Cut Ver.) [Neon Genesis],6.9816,2253,3.7935,1.0438
"4009456 | TERABYTE (""XETTABYTE"" Long Version) [HARD DRIVE]",6.9719,5455,3.6964,1.0351
2397358 | Wallspin [1.1],6.9678,3445,3.1980,1.0489
2827577 | ch3rry [Sar4CORE! [1.2x Rate]],6.9666,3640,2.7081,0.9719
2811967 | SAtAN [ACCURSED],6.9663,1831,3.2280,1.0461
3498611 | Las Avispas [Picadura [150]],6.9661,3750,2.4613,1.0688
1778182 | Starfall [Planetary Annihilation 1.05x],6.9658,5926,2.6329,1.0056
3718967 | Fukashigi no Karte (K@keru Bootleg Remix) [Sar4CORE! [1.2x Rate]],6.9594,4910,2.5170,1.0016
3805865 | Cry [Ultra],6.9482,2295,3.3873,1.0810
4009269 | Hylotl's LN Collection [DJ SHARPNEL - Utakata (Cut Ver.)],6.9479,3950,3.0215,0.9536
3755775 | Gemini Enjoy My Life [Valerie],6.9471,4285,2.6238,0.9861
4011695 | POLYBIUS GB SPEEDRUN (Glitchless 100% WR in 0:03:57) [REALITY VIRTUALIZATION],6.9471,4278,3.2409,1.0816
1305297 | Tornado [Devastation],6.9467,5427,3.0449,1.0145
4303114 | Kamiari Algorithm (katagiri Bootleg) [kami x1.05],6.9418,2558,2.8404,0.9268
2559636 | LOSHAXI [alonewithi [1.3x Rate]],6.9414,1329,3.3959,1.0689
3348222 | FAKE PROMISE [Eternity 1.35x (258bpm)],6.9395,4015,2.6777,0.9424
4284926 | Drenched in Air [Submerge],6.9394,4370,3.6697,1.0343
3935369 | Rite of Ascendancy [After Ragnarok // 4K],6.9356,6181,4.1008,1.0995
3260218 | Ariabl'eyeS Collection [Sougetsu Oratorio],6.9344,5631,2.7154,0.9560
1048210 | IMAGE -MATERIAL- <Version 0> [Refraction],6.9340,4906,2.6003,0.9880
3358945 | volcanic [Challenge x0.9],6.9335,3412,2.5535,1.0005
3583021 | Lost Umbrella (Cut Ver.) [STEPDWI's Deluge],6.9307,2389,2.3390,0.9611
1044350 | The Hypocrisy [Act VII. Onslaught],6.9297,7317,2.6482,0.9538
924286 | Fastest Crash [Paroxysm],6.9278,4476,3.1973,1.0266
3267244 | N [_uj's Reflection],6.9272,6869,3.4598,1.0666
4294594 | B.O.L. [Revolution],6.9264,4237,2.6425,0.9696
2843754 | Hustler (feat. Highdiwaan) [0.95x],6.9262,3014,2.9982,1.0382
2408899 | Zombie Sunset [Apocalypse [1.3x Rate]],6.9225,2544,3.4739,1.1174
4034454 | Shippuudotou (Long Version) [Tempest],6.9152,4640,3.5656,1.0023
4388241 | Mood Breaker [LN Breaker 1.1x],6.9141,2457,3.3735,1.0238
4502811 | DiSANiMATE [SUBLiMATE],6.9114,5444,3.6788,1.0096
4709348 | EVERYTHING BLACK feat. RATIRL [Lieless FRENCHCORE BOOTLEG] (Sped Up & Cut Ver.) [ULTRA],6.9089,1520,2.8584,1.0611
"3308535 | Blastix Riotz (""Fullblast"" Long ver.) [FIERCE RESOLUTION]",6.9086,4507,3.1417,1.0222
4317707 | Desperado Waltz [Skogarmaor 1.3x (224bpm)],6.9085,1699,3.5661,1.0621
1289141 | Poudre de Perlimpinpin [Cunu's OWO],6.9061,635,2.6388,1.0687
2532744 | Tornado [demolition],6.9053,5406,3.0403,1.0119
1282856 | Her Majesty [Another 1.3x],6.9046,1991,2.5433,1.0226
3263262 | N [Ascend],6.9036,8155,2.9723,1.0336
2802208 | 300 Nuts Per Minute [4K 'Risu Glitch GOD' Arc],6.9025,3357,3.0148,1.0762
1051627 | I Can Fly In The Universe [Reality],6.9020,6896,3.2275,1.0194
1055345 | I Can Fly In The Universe [Schizophrenia],6.9020,6896,3.2275,1.0194
1196412 | Palette GAMMA [Diversity],6.9006,1569,2.7062,1.0082
2767505 | Staple On Smile [Extreme 1.1x],6.8995,1979,3.4230,1.0619
4757059 | Antineutrino Witchcraft [The Devil's Particle Collider],6.8988,6291,3.4737,1.0001
4345082 | Cortex Charger [mint's Extreme],6.8985,3182,2.7640,0.9600
1659079 | KAMISORI [ERADICATE 1.1x],6.8979,2299,2.8384,1.0141
3454806 | Pacific Girls [Fullerene- 1.3x],6.8960,4940,2.7092,1.0091
2595610 | Dysnomia [Aphasia 1.1x],6.8950,3636,3.3157,1.0515
4874224 | Angels Crying [here we go again 1.15x],6.8934,3949,2.2861,0.9453
2567925 | VVelcome!! [VIVID],6.8926,2377,3.0746,1.0142
2425834 | finorza [F1n4l Judg3m3nt],6.8898,5155,3.3724,1.0134
2467450 | Yatsume Ana [<!> [x1.1]],6.8894,4175,2.6080,0.9791
3889543 | Lunatic Eyes ~ Invisible Full Moon (Cut Ver.) [Blood Moon 1.05x (210bpm)],6.8890,2163,3.2602,0.9616
2889646 | Flamenco House [Funky x1.3],6.8880,2309,3.1113,0.9833
3514857 | Me Tengo Que Ir [1.1],6.8793,4723,3.1920,1.0143
2442474 | Sendan Life (katagiri Bootleg) [Chord Life [140]],6.8792,3407,2.6236,0.9879
777349 | PEACE BREAKER [WRIST BREAKER],6.8763,5011,3.2542,1.0014
1938168 | Cyber Inductance (Speed Up Ver.) [NB4 1.3x],6.8753,4953,2.6082,0.9428
1019388 | K.Y.A.F.A. [RELENTLESS MASSACRE],6.8752,6571,2.9152,0.9806
4009273 | Hylotl's LN Collection [katagiri - L4.8TS (Cut Ver.)],6.8728,2568,3.4179,0.9587
2196133 | DON'T STOP [ALiCE's SHORTER RAVE [1.1x Rate]],6.8709,4382,2.8177,0.9790
4244726 | Hitsuunaru Kyouon wa Kanashiki Kaikou mode:Omega [Manacles],6.8695,4868,3.1729,1.0126
3258308 | Jumpstream Complexes Vol. 2A [Cosmic Disgust [IsxI]],6.8684,2326,2.5226,0.9625
2975881 | Epidermis [Tribalism 1.4x],6.8672,2832,3.1966,1.0728
2787820 | Scarlet Tempest [Tempest 1.4x (231bpm)],6.8669,1814,3.0094,1.0572
3789229 | Toxic Violet Cubes [Cosmic Annihilation],6.8664,4886,3.3061,1.0210
