Beatmap,SR,Objects,Variety,Spikiness,Switch
1843614 | #The_Relentless_(Modified) [Unstoppable],5.9943,4463,3.4701,1.1868,0.9583
4486941 | Gekkou Symphonia [tragedy],5.9943,1791,3.8854,1.0574,1.0489
3698369 | Soumai Musou Lovers [Another],5.9925,2502,3.2597,1.0838,0.9414
4089434 | Triumphal Return [7K Insane],5.9923,2476,3.1744,1.0712,0.9985
1584571 | GALAXY BURST [Turrim's Insane],5.9909,3418,3.4678,1.0791,1.0031
4656263 | Honeyginger (osu! edit) [Sweet],5.9904,1096,3.5067,1.0311,1.0036
2328732 | Wind Tales [7k],5.9874,2573,3.1372,1.0652,0.9724
3165974 | ANiMA [Another],5.9868,4188,3.3767,1.1044,0.9699
2205171 | I wanna be a girl [Naisho dayo],5.9857,3669,3.5709,1.0931,1.0074
579125 | ZZ [SC],5.9833,1767,3.1231,1.0809,1.0159
2694973 | Sociometry (TV Size) [Extra],5.9813,1307,3.3389,1.0472,1.0047
225251 | Gigantic O.T.N [Entozer's Another],5.9763,2816,3.2615,1.1022,0.9901
938076 | Brain Power [Pew's 7K INFINITE],5.9756,1817,3.4884,1.0948,0.9520
2480548 | 7K Utattemita Pack 2 [Nerve impulse (Aizawa)],5.9734,3000,3.2907,1.0570,0.9509
1603400 | The Everlasting Guilty Crown [Emotionless Love],5.9722,3715,3.5492,1.0808,0.9582
1867415 | Fracture Ray [Future],5.9716,1698,3.9967,1.1101,1.0160
4075805 | Ne! Ko! (TV Size) [Another],5.9709,902,3.2276,0.9885,0.9729
2187402 | Chambarising [Wonki's Insane],5.9708,4344,3.3071,1.0409,0.9701
2371210 | Sacrifice [Ein x LNpai's Extra],5.9683,3687,3.4802,1.0613,0.9506
1321271 | LiFE Garden (Extended Mix) [Eutopia],5.9670,4968,3.1619,1.0551,0.9663
3842355 | I don't care about Christmas though [Holy night],5.9648,3867,3.6355,1.0411,0.9962
4675793 | Shikairo Days (TV Size) [CS' You Deer],5.9635,1340,3.3357,0.9899,0.9853
3537172 | Aegleseeker [Present],5.9612,2511,3.3020,1.0608,0.9410
732325 | STORIA [Shin's 7K Extreme],5.9609,2953,3.6885,1.1977,0.9476
3982473 | Pumping Iron Power (feat. Joakim Broden from Sabaton) [Extra],5.9575,5625,2.5686,0.9781,0.9081
4539651 | Samsa [ExNeko's Extra],5.9571,2528,3.6627,1.0702,0.9911
1926125 | Altros [7K Another],5.9563,1383,3.7460,1.2410,0.9335
4763886 | Feral (osu! edit) [Black Another],5.9548,3354,3.2947,1.0478,1.0112
3971896 | Grin [CS' Extra],5.9509,2791,3.1560,1.0470,0.9545
1225595 | Boku ha kuuki ga yomenai [KY],5.9504,3434,3.5736,1.1696,0.8999
4035790 | Da Lang Tao Sha [Meng],5.9493,2489,3.5681,1.1055,0.9610
4207728 | Ego Ego Atakushi [Extra],5.9492,2501,2.9122,1.0695,0.9528
3367019 | Jade Star [Black Another],5.9480,1923,2.9489,1.0326,0.9644
923665 | Dreadnought [LordRaika's 7K Onslaught],5.9480,4360,3.6036,1.1655,0.9793
3203277 | Careless (TV Size) [Virtue's Magical Voice],5.9479,1264,3.5867,1.0861,0.9751
914071 | over the top [Sangat Sulit [MX]],5.9446,2053,3.0609,1.0662,1.0636
2534524 | Moon-gate [Extra],5.9433,2324,3.0472,0.9995,1.0040
600533 | Shinobi [7K Burst!],5.9388,2471,3.1075,1.1609,0.8788
"3889605 | Aegleseeker (""Afterworld"" Full Version) [Another]",5.9362,5555,3.7416,1.1257,1.0605
3520304 | Shinkai [Ocean],5.9327,3217,3.4861,1.0513,0.9966
1072590 | Second Run (Core Mix) [Fly Story],5.9326,2026,3.1413,1.0977,0.9483
2739721 | CYCLE HIT [Strike Out],5.9290,4131,3.7087,1.0830,0.9838
2883474 | xNett's Kpop 7k LN pack [LOONA / YYXY - Love4eva (Flexo123 & xNett)],5.9279,3324,3.5151,1.0760,1.0068
1074472 | eclair au chocolat (extended bittersweet mix) [Gourmet Chocolate],5.9266,4877,3.4720,1.1149,0.9572
677318 | C18H27NO3 [nowsmart's 7K EXHAUST],5.9257,1524,3.5706,1.1529,1.0067
2754826 | Salamandra no Odoriko [Flame Dance],5.9250,3859,3.1756,1.0117,0.9779
3670787 | DANGEROOOOUS JUNGLE [INFERNO],5.9240,2290,3.4284,1.0709,0.9891
4112487 | Grin [Expert],5.9225,2254,3.5861,1.0823,1.0026
645632 | Delrio [Jinjin's 7K Another],5.9196,3156,3.3576,1.1082,0.9488
320703 | Cirno's Perfect Math Class [7k Bakamia],5.9191,1734,3.5267,1.1647,0.9424
4819609 | zeeros [Real],5.9167,1747,3.4980,1.0874,0.9542
490116 | Kakushigoto [Rumi's 7K MX],5.9165,3228,3.4938,1.1924,0.9827
2267846 | Hazukashigariya no Toy Soldier [Collab Another],5.9139,2339,3.3196,1.0898,0.9530
1122862 | Illusion of Inflict [Kawawa's 7K Another],5.9129,2054,3.3702,1.1173,0.9484
4061076 | Fallen Down [Maple's Determination],5.9117,395,3.4987,0.9674,1.0521
3676854 | Salamander feat. Hatsune Miku [Extra],5.9100,2487,3.2128,1.1740,0.9234
969187 | Regular Dan Phase II [4th Dan (Marathon)],5.9073,8414,3.5610,1.0907,0.9799
279134 | STILL SPLODIN' THO (Interlude) [HanzeR's Insane],5.9061,862,3.6368,1.0917,1.0595
2832683 | Colors [Achromatopsia],5.9061,984,4.1355,1.0678,1.0367
1714592 | Ongaku -resolve- [CS' Another],5.9051,1861,3.6788,1.0508,0.9846
4661366 | dorchadas [dusk],5.9049,1825,3.5092,0.9492,1.0109
368423 | Shinkai Shoujo [SHD],5.9039,2321,3.6560,1.0462,0.9995
4798690 | step by step [Swingy Steps],5.9010,3000,3.7600,1.0586,1.0580
892050 | -+ [pw's 7K Another],5.8987,1332,3.7787,1.1859,0.9713
1898257 | Light in Baby Tree [foliage],5.8974,1174,4.1519,1.0349,1.0158
1245284 | TSLove [TSLove <3],5.8966,1580,3.2651,1.0556,0.9687
1750958 | Memoria (Original Mix) [7K SC],5.8963,4218,3.0877,1.1677,0.9583
3401531 | Life is PIANO [Extra],5.8962,2358,2.7580,1.0141,0.9543
3734420 | Cold Inflation (Extend Mix) [7K Hakugin],5.8959,3969,3.3800,1.1670,0.9343
462733 | Space Time (Amane Hardcore Remix) [7K Lv.40],5.8879,4185,3.5342,1.2746,0.9713
3550697 | TAKAMARI * CLIMAXXX!!!!! [MASTER+],5.8870,2186,3.2617,1.0416,0.9978
4352573 | Aurora Requiem [Dazzling memories],5.8865,4553,3.0299,1.0753,0.9486
3389480 | dressurf's 7k practice charts [yak_won - Aura],5.8847,1833,3.2018,1.0068,0.9965
4710284 | Cutter (Short Ver.) [Collab Another],5.8847,2640,3.2574,1.0504,0.9865
1537463 | Deublithick [Insane],5.8843,2003,3.2622,1.1212,0.9389
4089165 | LIMBO [SUNSET],5.8839,2741,3.2887,1.0611,1.0283
2110247 | Uchouten Vivace [Expert],5.8801,4196,2.9292,0.9956,0.9724
4452365 | Raindrop [Black Another],5.8800,2679,2.9011,0.9999,0.9813
2480545 | 7K Utattemita Pack 2 [Currant (rian)],5.8794,1300,3.8373,1.0367,0.9674
2995051 | Onyx Veil -Boukyaku no Yami- [Veil of the Night // ExNeko's 7K],5.8766,4315,3.3509,1.0765,0.9807
1218273 | Blogoslawieni Milosierni (Krysiek Remix) [_UJ's 7K Ascension],5.8747,3777,3.3145,1.0912,0.9486
3789495 | Testify [Collab Beyond],5.8737,2649,3.5283,1.0912,0.9953
1871444 | Ichinen Nikagetsu Hatsuka [Kawawa & Remuring's Bracket Challenge(119)],5.8696,3074,2.6308,1.0475,0.9198
416517 | G Free ~ Final Dream [Lunatic],5.8696,2654,3.6208,1.0839,1.0293
235028 | G59 [Level 36],5.8673,1894,3.2421,1.0576,0.9987
3571679 | Celestial Horizon [Insane],5.8635,1786,3.6125,1.0877,0.9922
4822687 | Kanojo wa Tabi ni Deru (K's Remix) [Sayonara Trip [7K]],5.8592,2356,3.6906,1.0958,0.9819
2207625 | Oceanus [_KB's Insane],5.8588,1917,3.1395,1.0426,0.9899
2049456 | Wagamama MIRROR HEART (LU-I Remix) [Sweet Revenge],5.8580,4237,3.4393,1.1657,0.9303
2114136 | Birdsong [Birbcore],5.8563,1886,3.4309,1.0829,0.9258
3871080 | Marunouchi Sadistic [Pengdoll's Extreme],5.8562,3109,3.9099,1.0546,1.0055
3970285 | Hana no Yakusoku [a promise fulfilled],5.8556,690,3.9759,1.0212,1.0181
3659448 | Angelic layer [Rejuvenation],5.8533,5320,3.0163,1.0120,1.0075
690226 | Youyoumu no Gotoku [Lunatic],5.8504,3100,3.2492,1.1402,0.9214
2263048 | Gardens Under A Spring Sky [Insane],5.8501,1762,3.7623,1.0293,1.0285
3230598 | Merry Christmas Mr. Lawrence [7K // frivolousness],5.8487,1860,4.3211,1.0757,0.9508
3054810 | Da Xi (Sped Up Ver.) [7K Expert],5.8467,1700,3.6226,1.1535,0.9213
4663987 | Vomit [Makiba's Another],5.8457,1989,3.7352,1.0591,1.0341
1391967 | Remilia ~Kyuuketsuki no Tame no Kyousoukyoku [Bloodthirsty Vampirekads' White Another],5.8448,1872,4.0354,1.0702,1.0042
2220504 | Floating Garden [Wonki's Another],5.8428,2068,3.2732,1.0379,0.9556
973306 | Inixia [AncuL's INFINITE],5.8351,1825,3.5781,1.0905,1.0546
1927552 | crossing blue [CS' 7K EXHAUST],5.8304,1747,3.7518,1.0898,1.0147
1337010 | Piano 7K BMS Pack [wa. vs ETIA. - Akasagarbha],5.8210,1555,3.4869,1.1514,0.8974
3637951 | End to end [GRAVITY],5.8208,1612,3.6306,1.0561,1.0250
477041 | Endless Tears... [CrossOver],5.8178,3959,3.5787,1.1243,0.9545
4404681 | Everlasting Eternity [Boundless],5.8163,4679,3.8937,1.0945,1.0570
3719385 | RE:CREATE [7K Position Zero],5.8112,4252,3.9547,1.1581,0.9454
440833 | Heart of Witch [S.Star's 7K MX],5.8112,1294,3.3422,1.1347,0.9724
2432064 | without Permission [Psyched Fevereiro [sprout]],5.8101,2609,2.7973,1.0605,0.9986
572480 | Halloween Party [Extra],5.8091,1521,3.2942,1.1610,0.9258
2961012 | How You Like That / Wonderland / Side Effects / KTL / Horizon MASHUP [LOOK AT ME],5.8087,4097,3.8789,1.0539,0.9858
3470143 | M2U Pack [Wake Me Up! (feat. Narae) 7K],5.8030,1749,3.2956,1.0175,0.9517
4689115 | UNDEAD [Fantasy],5.8029,3083,3.3163,1.0247,1.0038
4092861 | Shiba Paradise [Insane],5.8027,2092,3.5986,1.0095,1.0469
1130571 | Alice in Misanthrope -Ensei Alice- [Another],5.8019,2336,3.3423,1.0637,0.9555
1353487 | Breeze [Extra],5.7994,1427,3.5636,1.0620,0.9847
326507 | DAYS of DASH (TV Size) [Shi-Ra x Rumi SHD],5.7976,1170,3.3746,1.0538,0.9748
4295142 | Boku ga Anata no Kane ni Naru [Sound of a robot's life],5.7927,4280,3.6043,1.0271,0.9836
700952 | Wish upon Twin Stars [Jinjin's Another],5.7884,1797,3.5054,1.0944,0.9771
"4368326 | good morning my dearest robot [good morning, my dearest robot | extra]",5.7861,2267,3.8586,1.0055,1.0780
2043590 | Memoirs feat. Aitsuki Nakuru [7K Everlasting Memory],5.7859,3357,3.6648,1.0922,0.9528
258212 | Frozen World [Another],5.7851,3911,3.6202,1.0072,1.0397
1073953 | Singularity [Technical Breakdown],5.7848,2689,3.6851,1.1612,0.9683
4060021 | Fallen Down [Expert],5.7827,365,3.4804,1.0063,1.0234
513819 | Nippontradamus [lZenxl's 7K Extra],5.7814,733,3.1817,1.1572,0.9207
3084350 | Erased feat. YuNi [7K Shooting Star],5.7790,3841,3.4249,1.0385,0.9477
3389412 | FREEDOM DiVE [INSANE],5.7767,4476,3.2760,1.0416,1.0273
3408032 | B.B.K.K.B.K.K. (hurce Remix) [Stan's 7K Kick],5.7762,3844,3.3334,1.0727,0.9623
530559 | Garyou Tensei [Million's 7K MX],5.7757,1518,3.5722,1.0760,1.0206
4337871 | Kokuhaku Bungee Jump (TV Size) [Skydiving Emotions],5.7737,1337,3.3783,1.0611,0.9321
1191947 | Remember Me [Shi-Ra's Forgotten Extra],5.7718,3028,3.2355,1.1140,0.9854
4134505 | Starlight Wonder [Constellations],5.7714,3132,3.1948,1.0395,0.9345
1022275 | Inverse World [Shin's Insane],5.7706,1628,3.5079,1.0622,1.0081
2788374 | Pitch Fucker [diplacusis 1.1x],5.7687,2607,2.5815,0.9958,0.8330
4275210 | Speedcore Sonata [Allegro],5.7658,2760,3.4606,1.0691,1.0713
959334 | Fascination MAXX [MEGA's 7K Fascination],5.7648,1534,3.3183,1.1168,0.9852
4276410 | Take a Hint feat. Victoria Justice & Elizabeth Gillies (Sped Up & Cut Ver.) [Insane],5.7623,800,3.3405,0.9754,1.0009
1992965 | Shukusai no Elementalia [Rice Dance],5.7621,3077,2.9379,1.0532,0.9739
1908745 | Kuishinbo Hacker feat. Kuishinbo Akachan [Digital Fantasy],5.7615,3247,3.2930,1.0523,0.9738
410954 | MEGITSUNE [7K MX],5.7611,3038,3.5878,1.0295,1.0515
4478365 | Lurie [7K // Irone's Wanderer in the Mystic Plain],5.7602,4511,3.6518,1.0363,0.9993
4091049 | Phantom Moon [Sadness],5.7598,2171,4.0910,1.0115,1.0231
1337005 | Piano 7K BMS Pack [dj TAKA - Snow Storm],5.7579,1998,3.1477,1.1528,0.9363
869223 | Promise [Yaksok],5.7542,1727,3.3816,1.0764,0.9377
2226842 | Ashita no Kimi sae Ireba Ii. [Nevertheless],5.7527,4580,3.2948,1.0962,0.9196
2548365 | SCREW // owo // SCREW [Madoka's Another],5.7527,1923,3.5004,1.0948,1.0060
1875999 | LN Dan Phase II [4th Dan],5.7497,4106,4.2355,1.0246,1.0341
4500073 | Laur-chan Taisou Daiichi [Extra],5.7482,1631,3.6792,1.1397,0.9604
284389 | Catastrophe [Entozer],5.7481,1870,3.6806,1.1584,0.9692
3652345 | Mojito [Wilben_Chan's Sweet Love],5.7473,2148,3.4997,0.9942,0.9812
1006237 | citanLu [Insane],5.7459,1940,3.4373,1.1243,1.0038
391015 | End Time [Epilogue],5.7451,1359,3.6698,1.1591,0.9961
1149074 | crystallized [Another],5.7446,2936,3.7112,1.1327,0.9419
515837 | Nanatsu Issenzakura [Another],5.7446,1489,3.4063,1.1790,0.9002
4649398 | Sunao ni Naritai (osu! Edit Ver.) [Affection],5.7412,2023,3.1017,1.0793,0.9140
365902 | Poppin' Shower [MX],5.7367,1531,3.6482,1.1411,0.9819
299038 | MEPHISTO [Pew's SHD],5.7345,1617,3.5168,1.0624,1.0559
4190186 | Operation: Evolution [ET],5.7342,4108,3.3786,1.1219,0.9491
2765094 | Babel [Extra],5.7337,1808,3.2769,1.1170,0.9486
557819 | Renatus [Another],5.7327,2604,3.6638,1.1256,0.9736
320008 | POODLE [7K White Another],5.7293,1539,3.5885,1.0695,1.0057
1670743 | planetarium [EXHAUST],5.7268,1706,3.6073,1.0759,1.0189
1024656 | Sore wa Chiisana Hikari no Youna feat. k*chan [ dj-Jo Remix ] [Sangat Sulit [MX]],5.7225,3191,3.5713,1.1539,0.9278
2651537 | Trancing Pulse [Twilight],5.7212,5099,3.0773,1.1534,0.8851
4457399 | Circulation [Ohayo~],5.7202,461,3.5434,0.9533,0.9989
"282294 | Anisakis -somatic mutation type ""Forza""- [LV.34]",5.7195,1501,3.7650,1.1220,0.9635
3709076 | ricky bobby [hypercarry],5.7182,1759,3.5151,1.0292,1.0400
361994 | TRIGGER*HAPPY [MX],5.7164,1492,3.6420,1.1086,0.9727
2183218 | LAISSEZ : FAIRE [Blocko's Another],5.7152,1902,3.4603,1.1614,0.9451
"2719418 | Lost Memory [Memories [1,1x Rate]]",5.7146,2024,2.9280,1.1098,0.8635
1041836 | athletic meet of sound toy [RUN!!],5.7123,1661,3.4714,1.0598,1.0039
946876 | Enigma [EXHAUST],5.7096,1866,3.4796,1.0596,1.0053
2134623 | SUIKINKUTSU feat. Uehara Hiromi [~ Water Dance ~>],5.7094,6092,3.6541,1.1512,0.9481
726470 | SUIKINKUTSU feat. Uehara Hiromi [<~ Water Dance ~],5.7074,6092,3.6541,1.1514,0.9481
3970284 | Hana no Yakusoku [a blooming promise],5.7067,655,3.9771,1.0389,1.0205
2519570 | Aurolla [EXHAUST],5.7060,1912,3.5700,1.0246,1.0545
416287 | +Danshi [7K OVERLOAD],5.7024,3434,3.1121,1.0409,0.8805
1462455 | Unorthodox Red [7K Red Another],5.7004,3865,3.4062,1.0609,1.0408
2883471 | xNett's Kpop 7k LN pack [IZ*ONE - Merry Go Round],5.6985,2109,3.6661,1.0971,0.9960
1771457 | ouroboros -twin stroke of the end- [7K Arzenvald's Insanity],5.6977,2231,3.6932,1.0572,0.9924
4222122 | Koi Sekai (TV Size) [Virtue's Blooming Love],5.6969,1214,3.4704,1.0811,0.9661
690909 | C18H27NO3(extend) [7K Axities],5.6969,4389,3.4669,1.1352,0.9842
839674 | Miss You [Gaze],5.6963,3872,3.7327,1.0755,0.9724
1322826 | Piano 7K BMS Pack [Ainitsuite - Eros],5.6914,1817,3.4218,1.2968,0.8628
2428767 | entelecheia [Another],5.6851,1483,3.5492,1.0607,1.0019
383041 | Sakura Reflection (P*Light Slayer Remix) [7K OVERBOARD Lv.32],5.6826,1600,3.7154,1.0798,0.9764
1209100 | HARAJUKU IYAHOI [Sangat Sulit [MX]],5.6814,1775,2.9829,1.0106,0.9295
1322271 | Piano Beatmap Set [Fantaisie Impromptu - 7K EX],5.6806,1795,3.4901,1.0380,1.1160
230491 | Dynasty [Entozer's Insane],5.6806,1261,3.8015,1.2334,0.9337
4589446 | Kazabana Musume [My Angel Asumi [7K]],5.6789,3380,3.6054,1.1465,0.9990
2696456 | Yoru ni Kakeru [7K Blind My Sight],5.6780,4845,2.8012,1.0250,0.9486
3107700 | Banbard's Summer [Wistful Farewell],5.6748,4495,3.0690,1.0361,0.9910
"245086 | Piano Concerto No.1 ""Scream"" [LV.31]",5.6729,1482,3.5649,1.0649,0.9957
965654 | Regular Dan Phase I [3rd Dan (Marathon)],5.6724,7729,3.5421,1.1005,0.9651
844672 | 7C0 [R26],5.6712,3712,3.8822,1.1229,1.0252
3553142 | [@__@] [[x__x]],5.6707,1394,3.6548,1.2045,0.9313
193131 | only my railgun (TV Size) [7K MX],5.6700,1174,3.5982,1.1384,0.9508
938896 | Reminiscing [Black Another],5.6643,2144,3.4112,1.0843,0.9855
4196907 | Ai o Yorokobu Machi [warmth of our everlasting love],5.6622,3768,3.4840,0.9562,1.0676
543414 | Romancing Layer [Lv.34],5.6619,1171,3.5559,1.1508,0.9802
2159224 | #be_fortunate [#rem's_another],5.6576,2212,3.3037,1.1415,0.9400
2432063 | without Permission [Dogbite [MAD]],5.6531,2187,3.0173,1.1351,0.9015
3065010 | Whispers from a Distant Star [Expert],5.6523,1716,3.5315,1.0759,0.9643
803294 | Five [Aoko],5.6520,1761,3.2367,1.0057,1.0218
464731 | Achromat [7K Another],5.6500,2702,3.3537,1.0727,0.9417
2176204 | R.I.P. [7K Another],5.6411,1790,3.4963,1.0763,0.9174
351985 | HesitationSnow [7K Insane],5.6411,1675,3.5645,1.0243,0.9910
2650342 | INFINITI MOFULITY (Cut Ver.) ['o'],5.6384,1441,3.5538,1.1253,0.9767
2278400 | Crush [Starlight],5.6347,2860,2.9949,1.0006,0.9779
975704 | o'er the flood [pope's another],5.6346,3701,3.4231,1.1215,0.9526
293691 | Phantasmagoria [7K MX],5.6342,1195,3.8716,1.1195,1.0265
432517 | black bullet [Another],5.6338,1140,3.5336,1.1073,1.0129
3302487 | Hiyokko Santa to Yuki no Machi [Insane],5.6331,2108,3.6886,1.0731,1.0275
4600166 | Mahiru no Sora no Tsuki (TV Size) [Our Memories],5.6329,1013,3.4083,1.0272,0.9785
329171 | Music Revolver [Easy],5.6295,1303,3.5412,1.1440,0.9958
795406 | Dreadnought [Insane],5.6294,1598,3.6792,1.1256,1.0108
2008110 | Koakuma x3 no Daidasso!? [Insane],5.6227,1906,3.4635,1.0722,0.9742
4788607 | Clover [Black Another],5.6211,3218,3.3376,1.1080,1.0048
2532343 | DUN DUN [REMINISCENCE],5.6209,2097,3.8815,1.0965,1.0046
359061 | SAVIOR OF SONG (TV Size) [Extra],5.6172,939,3.6189,1.1119,0.9429
3487938 | Evanescent Edge [Insane],5.6171,2136,3.4127,1.0382,1.0183
1789848 | Senbonzakura (CLAWZ Bootleg Mix) [Cherry Blossoms],5.6166,3861,3.5410,1.1306,0.9211
1122989 | DEAD END [7K 'Future Mythology' Arc],5.6146,4457,3.1524,1.1358,0.9838
3544169 | Junjou Midnight Densetsu (Game Ver.) [Legend],5.6130,1943,3.1334,1.0960,0.8958
4219008 | Ouka Ryouran [Ran's Another],5.6124,1768,3.3696,1.0233,0.9558
727074 | Imprinting [Another],5.6092,1543,3.4255,1.2298,0.9127
417467 | Scarlet Faith [PC's Another],5.6089,3072,3.5282,1.1934,0.9750
3323668 | Alethea (TV Size) [Virtue's Witch of Misfortune],5.6081,1204,3.3561,1.1165,0.9528
"1825588 | See You Later, Emaciator! [Convalescence]",5.6054,2920,3.8910,1.1891,0.9851
4695468 | Journey [LN Adventure],5.6032,2635,3.8057,1.0717,0.9673
378209 | snow storm [richard's 7K Lv.32],5.6026,1708,3.4317,1.1101,1.0140
4379428 | PRESENTER [Melody],5.6022,3801,3.5838,1.0523,1.0049
435628 | AVALON [Pew's Lv.32],5.6018,1725,3.5079,1.1946,0.9681
4843314 | Halka Kanata [Another],5.5991,2093,3.3160,1.0479,0.9872
302266 | future gazer (TV Size) [Rumi's 7K MX],5.5956,1124,3.5946,1.0686,1.0092
1552703 | outside [i wanna go outside],5.5946,2774,3.5527,1.0585,0.9610
3571584 | SILENT BLUE [ExNeko's MASTER],5.5926,1866,3.5529,1.0645,1.0241
1900585 | New World [Black Another],5.5908,2070,2.8490,1.2502,0.8365
1342112 | Breeze [Insane],5.5902,1273,3.5622,1.1507,1.0014
1445126 | Ukiyoe Yokochou [7K Another],5.5899,1991,3.4515,1.0672,0.9751
2964471 | Happy Time wa Owaranai (Cut Ver.) [Insane],5.5882,1846,3.2795,0.9833,0.9592
4400906 | Mad Piano Party II [_Yiiiii's Extra],5.5882,2170,3.2668,1.0418,0.9751
4219254 | Dancing Dollz feat. cold kiss - REDALiCE Remix [XinH's Lunatic],5.5861,3038,3.6357,1.0782,0.9878
2632777 | 100% Chu~Gakusei (TV Size) [Insane],5.5822,1319,3.3384,1.0170,0.9668
334950 | sister's noise (TV Size) [Rumi's Lv.30],5.5804,1259,3.4040,1.0797,1.0075
1321081 | Nanairo Anniversary [Rainbow Melody],5.5797,4127,3.3032,1.1081,0.9609
599617 | starlog [Insane],5.5791,3143,3.7070,1.1244,0.9532
2750301 | Ano Yume o Nazotte [Before the daylight],5.5785,3280,3.3186,1.0278,0.9482
3242476 | Finder keepers [The Eleventh Hour],5.5762,2018,3.1029,1.0652,0.9497
907581 | Imprinting [Easy],5.5744,2176,3.0454,1.0857,0.9266
4809489 | MI:LIGHT CONNECT [Insane],5.5722,2040,3.6049,1.0482,1.0046
819891 | Quietus Ray [Zan's Extra],5.5704,1601,3.4991,1.1977,0.9519
3733425 | Lasting Memories [Rinne],5.5664,2309,4.0360,1.0652,0.9997
300407 | The Queen [Queen],5.5656,1681,3.7182,1.1060,0.9770
3208455 | deltaTime [Juhaa's AlphaJu],5.5634,1692,3.6804,1.1039,0.9683
831953 | The Limit Does Not Exist [Another],5.5623,1693,3.5945,1.1494,1.0547
3302626 | Viyella's Tears [EXPERT],5.5620,2180,3.5649,1.0198,1.0378
4653298 | Ataraxia [Ash's 7K Insane],5.5595,1571,3.7060,1.0210,1.0606
4545408 | Serment [The Promised Day],5.5548,3906,3.1717,0.9994,0.9743
559470 | FIRE FIRE -DARK BLAZE REMIX- [AL's INFINITE],5.5547,1654,3.5626,1.0632,1.0134
2217884 | LOSHAXI [ANOTHER],5.5517,1493,3.6417,1.1543,1.0104
3578276 | Sakura Fubuki [Expert // Blooming],5.5504,1557,3.6121,1.1104,0.9885
1128086 | On the FM [Kawawa's 7K Another],5.5503,1513,3.4511,1.0919,0.9514
782904 | Parousia [MX],5.5480,1639,3.6477,1.1703,0.9811
1035080 | Hesperides [Ibrahim's Insane],5.5472,1642,3.3457,1.0774,1.0628
1144966 | Flower Flag [Insane],5.5465,2790,3.6406,1.0822,0.9755
2380315 | Virtual to LIVE [Luminous],5.5462,3143,3.7289,1.1377,0.9747
3695237 | S.A.T.E.L.L.I.T.E. [Another],5.5455,3566,3.6759,1.0837,0.9403
256726 | Wintersun (Bobby D'Ambrosio Mix) [7K Winter],5.5447,2185,3.6789,1.0917,1.0574
4665216 | Astral Stranger [Leggendaria],5.5439,2088,3.2746,1.1495,0.9573
647117 | MariannE [Mania 7K Collab],5.5435,4568,3.5224,1.2850,0.9291
1337054 | Piano 7K BMS Pack [Virkato Wakhmaninov - Ongaku (Lite)],5.5428,1810,3.6207,1.1808,0.9320
888791 | Just Hold on (To All Fighters) [Pew's Another],5.5418,2946,3.5745,1.1605,1.0361
2376149 | TSLove [mint's Insane],5.5404,1367,3.5981,1.0722,0.9639
1844197 | Destr0yer [Akasha's Another],5.5402,1945,3.8372,1.1128,0.9946
941427 | Sora no Senritsu -the melody of the cosmos- feat.lily-an (OP Cut) [7K Awakened],5.5398,1544,3.2512,1.1353,0.9330
1271426 | Lemuria [Kyou's Another],5.5389,1838,3.7058,1.1134,0.9838
3825585 | Megastructure [Extended Mix] [Citadel of Transcendence],5.5367,4089,3.5271,1.0705,1.0361
2207142 | Merry Snowy Fantasy feat. Hanon [Extra],5.5364,2641,3.2751,1.1037,0.9207
783759 | Kunoichi demo Koi ga Shitai [Rumi's Extra],5.5357,1427,3.4500,1.1010,0.9461
351428 | Weekly Shonen Bye-Bye [A.C's HD],5.5353,2815,3.3728,1.0712,1.0129
1789485 | Amenohoakari [BMS LV.04 wawather [Chord Stream -Beginner-]],5.5350,2418,3.1929,1.0664,0.9474
720554 | ANiMA [7K Lv.28],5.5338,1377,3.5949,1.0837,1.0186
4675791 | Shikairo Days (TV Size) [Deer Days],5.5325,1793,2.6975,1.0150,0.8653
3430198 | SHIORI [Syr's Starry sky],5.5305,3087,3.5341,1.1078,0.9517
